iter	Passed	Remaining
1670	27687	26875
1671	27703	26858
1672	27719	26841
1673	27734	26822
1674	27748	26804
1675	27764	26787
1676	27779	26769
1677	27793	26750
1678	27808	26732
1679	27825	26715
1680	27844	26701
1681	27859	26683
1682	27873	26664
1683	27887	26645
1684	27902	26627
1685	27916	26608
1686	27931	26590
1687	27947	26573
1688	27962	26555
1689	27979	26538
1690	28001	26527
1691	28016	26509
1692	28030	26490
1693	28047	26474
1694	28062	26456
1695	28077	26438
1696	28092	26420
1697	28108	26403
1698	28122	26384
1699	28140	26369
1700	28159	26355
1701	28176	26338
1702	28191	26321
1703	28206	26302
1704	28221	26285
1705	28235	26266
1706	28250	26248
1707	28264	26229
1708	28278	26210
1709	28295	26193
1710	28318	26183
1711	28335	26166
1712	28349	26147
1713	28363	26129
1714	28379	26112
1715	28394	26094
1716	28410	26077
1717	28426	26060
1718	28453	26053
1719	28488	26053
1720	28508	26040
1721	28523	26022
1722	28538	26004
1723	28552	25985
1724	28568	25968
1725	28583	25950
1726	28598	25932
1727	28615	25916
1728	28633	25901
1729	28651	25885
1730	28666	25868
1731	28680	25849
1732	28697	25832
1733	28711	25814
1734	28726	25796
1735	28741	25778
1736	28755	25759
1737	28772	25742
1738	28788	25726
1739	28805	25709
1740	28820	25691
1741	28835	25674
1742	28850	25656
1743	28865	25638
1744	28879	25619
1745	28895	25601
1746	28910	25584
1747	28928	25569
1748	28946	25553
1749	28963	25537
1750	28976	25518
1751	28991	25499
1752	29007	25482
1753	29023	25465
1754	29038	25447
1755	29054	25431
1756	29070	25413
1757	29088	25398
1758	29109	25385
1759	29125	25368
1760	29139	25350
1761	29155	25332
1762	29170	25315
1763	29184	25296
1764	29197	25276
1765	29213	25260
1766	29230	25243
1767	29251	25231
1768	29268	25214
1769	29286	25199
1770	29302	25182
1771	29317	25164
1772	29334	25148
1773	29351	25132
1774	29366	25114
1775	29382	25097
1776	29395	25078
1777	29412	25061
1778	29431	25047
1779	29449	25031
1780	29464	25014
1781	29479	24996
1782	29495	24979
1783	29509	24960
1784	29524	24942
1785	29537	24923
1786	29552	24905
1787	29567	24887
1788	29584	24871
1789	29600	24854
1790	29615	24836
1791	29631	24819
1792	29646	24801
1793	29661	24784
1794	29676	24765
1795	29689	24747
1796	29704	24728
1797	29717	24709
1798	29737	24695
1799	29758	24682
1800	29774	24665
1801	29789	24648
1802	29804	24630
1803	29819	24612
1804	29835	24595
1805	29851	24578
1806	29865	24560
1807	29882	24543
1808	29901	24529
1809	29918	24513
1810	29934	24496
1811	29951	24479
1812	29966	24462
1813	29982	24445
1814	29998	24428
1815	30016	24412
1816	30036	24399
1817	30055	24384
1818	30071	24367
1819	30086	24350
1820	30102	24333
1821	30117	24315
1822	30135	24300
1823	30154	24285
1824	30172	24270
1825	30191	24256
1826	30207	24238
1827	30223	24221
1828	30240	24205
1829	30256	24188
1830	30274	24173
1831	30290	24156
1832	30306	24139
1833	30323	24123
1834	30346	24111
1835	30362	24094
1836	30377	24077
1837	30393	24059
1838	30408	24042
1839	30422	24024
1840	30438	24006
1841	30453	23989
1842	30468	23971
1843	30488	23957
1844	30510	23945
1845	30528	23929
1846	30543	23911
1847	30558	23894
1848	30574	23877
1849	30590	23860
1850	30605	23842
1851	30623	23827
1852	30641	23811
1853	30664	23800
1854	30698	23797
1855	30725	23788
1856	30748	23777
1857	30765	23761
1858	30784	23746
1859	30806	23734
1860	30827	23720
1861	30843	23704
1862	30860	23687
1863	30875	23670
1864	30892	23653
1865	30907	23636
1866	30923	23618
1867	30940	23602
1868	30963	23591
1869	30982	23576
1870	30999	23560
1871	31015	23543
1872	31032	23526
1873	31049	23511
1874	31066	23494
1875	31087	23480
1876	31113	23472
1877	31138	23461
1878	31155	23445
1879	31172	23428
1880	31192	23415
1881	31211	23400
1882	31228	23384
1883	31245	23368
1884	31275	23361
1885	31292	23345
1886	31311	23329
1887	31327	23313
1888	31346	23298
1889	31368	23285
1890	31389	23272
1891	31409	23258
1892	31433	23247
1893	31450	23230
1894	31465	23212
1895	31480	23194
1896	31495	23177
1897	31510	23159
1898	31525	23142
1899	31542	23125
1900	31561	23110
1901	31591	23104
1902	31608	23087
1903	31625	23071
1904	31642	23054
1905	31662	23040
1906	31677	23023
1907	31692	23005
1908	31709	22988
1909	31739	22981
1910	31757	22966
1911	31776	22951
1912	31797	22938
1913	31814	22921
1914	31829	22903
1915	31844	22886
1916	31862	22870
1917	31880	22854
1918	31896	22837
1919	31910	22818
1920	31925	22801
1921	31941	22784
1922	31955	22765
1923	31970	22748
1924	31989	22733
1925	32006	22717
1926	32041	22713
1927	32057	22696
1928	32075	22680
1929	32099	22669
1930	32117	22653
1931	32132	22636
1932	32148	22619
1933	32169	22604
1934	32189	22590
1935	32205	22573
1936	32222	22557
1937	32237	22539
1938	32253	22522
1939	32271	22507
1940	32286	22488
1941	32303	22472
1942	32337	22468
1943	32353	22450
1944	32368	22433
1945	32383	22415
1946	32398	22397
1947	32412	22379
1948	32427	22361
1949	32443	22344
1950	32459	22327
1951	32477	22311
1952	32494	22295
1953	32509	22277
1954	32523	22259
1955	32539	22241
1956	32556	22225
1957	32573	22209
1958	32589	22191
1959	32607	22176
1960	32623	22159
1961	32645	22146
1962	32666	22132
1963	32687	22119
1964	32707	22104
1965	32732	22093
1966	32755	22080
1967	32791	22077
1968	32835	22079
1969	32862	22069
1970	32886	22057
1971	32923	22054
1972	32952	22046
1973	32977	22034
1974	33003	22024
1975	33028	22013
1976	33053	22001
1977	33076	21989
1978	33100	21977
1979	33124	21965
1980	33145	21951
1981	33175	21943
1982	33199	21932
1983	33228	21923
1984	33255	21913
1985	33280	21901
1986	33307	21891
1987	33332	21880
1988	33358	21869
1989	33382	21857
1990	33407	21846
1991	33439	21839
1992	33468	21830
1993	33496	21821
1994	33519	21808
1995	33544	21797
1996	33570	21786
1997	33596	21775
1998	33620	21763
1999	33643	21750
2000	33666	21737
2001	33688	21724
2002	33715	21713
2003	33736	21699
2004	33759	21687
2005	33782	21673
2006	33805	21661
2007	33844	21658
2008	33868	21646
2009	33893	21634
2010	33919	21623
2011	33947	21613
2012	33975	21603
2013	33993	21587
2014	34017	21575
2015	34036	21559
2016	34056	21544
2017	34079	21531
2018	34103	21519
2019	34128	21507
2020	34152	21495
2021	34178	21484
2022	34203	21472
2023	34227	21459
2024	34247	21444
2025	34265	21428
2026	34285	21413
2027	34311	21402
2028	34335	21389
2029	34357	21376
2030	34377	21361
2031	34398	21346
2032	34419	21332
2033	34438	21316
2034	34457	21301
2035	34487	21292
2036	34507	21277
2037	34530	21263
2038	34565	21257
2039	34586	21243
2040	34610	21231
2041	34637	21220
2042	34661	21207
2043	34686	21195
2044	34705	21179
2045	34729	21167
2046	34752	21153
2047	34777	21141
2048	34800	21128
2049	34821	21113
2050	34856	21107
2051	34894	21103
2052	34930	21097
2053	34966	21092
2054	34986	21076
2055	35008	21062
2056	35027	21047
2057	35049	21033
2058	35071	21019
2059	35094	21005
2060	35115	20991
2061	35161	20990
2062	35185	20978
2063	35212	20967
2064	35231	20951
2065	35251	20935
2066	35274	20922
2067	35297	20908
2068	35316	20892
2069	35336	20877
2070	35356	20861
2071	35374	20845
2072	35392	20829
2073	35414	20815
2074	35438	20801
2075	35458	20786
2076	35476	20769
2077	35493	20752
2078	35510	20735
2079	35526	20718
2080	35544	20701
2081	35565	20686
2082	35589	20673
2083	35610	20658
2084	35629	20642
2085	35648	20626
2086	35667	20611
2087	35685	20594
2088	35703	20577
2089	35724	20563
2090	35747	20549
2091	35767	20533
2092	35788	20518
2093	35808	20503
2094	35825	20486
2095	35843	20469
2096	35864	20454
2097	35888	20441
2098	35913	20429
2099	35936	20415
2100	35958	20401
2101	35981	20387
2102	36002	20372
2103	36023	20357
2104	36043	20342
2105	36072	20331
2106	36094	20317
2107	36115	20302
2108	36136	20286
2109	36154	20270
2110	36175	20255
2111	36194	20239
2112	36217	20225
2113	36240	20211
2114	36265	20199
2115	36286	20183
2116	36304	20167
2117	36322	20150
2118	36341	20134
2119	36361	20118
2120	36380	20102
2121	36402	20088
2122	36423	20073
2123	36446	20059
2124	36464	20042
2125	36483	20026
2126	36502	20010
2127	36523	19995
2128	36545	19980
2129	36567	19965
2130	36586	19949
2131	36611	19936
2132	36635	19923
2133	36654	19907
2134	36672	19890
2135	36691	19874
2136	36708	19857
2137	36726	19840
2138	36743	19823
2139	36762	19807
2140	36782	19791
2141	36808	19778
2142	36831	19764
2143	36849	19747
2144	36868	19732
2145	36888	19716
2146	36908	19700
2147	36930	19686
2148	36953	19671
2149	36976	19657
2150	36999	19643
2151	37053	19646
2152	37090	19639
2153	37113	19625
2154	37143	19614
2155	37165	19600
2156	37189	19586
2157	37211	19571
2158	37237	19558
2159	37262	19545
2160	37289	19533
2161	37320	19523
2162	37344	19509
2163	37365	19494
2164	37388	19480
2165	37411	19465
2166	37433	19450
2167	37461	19438
2168	37488	19426
2169	37511	19412
2170	37535	19398
2171	37558	19384
2172	37580	19369
2173	37602	19354
2174	37630	19342
2175	37653	19328
2176	37677	19314
2177	37698	19299
2178	37719	19284
2179	37741	19268
2180	37764	19254
2181	37788	19240
2182	37813	19226
2183	37834	19211
2184	37854	19195
2185	37875	19180
2186	37896	19164
2187	37921	19151
2188	37949	19139
2189	37972	19124
2190	37992	19109
2191	38012	19093
2192	38036	19078
2193	38055	19062
2194	38086	19051
2195	38109	19037
2196	38130	19021
2197	38151	19006
2198	38175	18992
2199	38198	18977
2200	38227	18966
2201	38251	18952
2202	38275	18937
2203	38299	18923
2204	38327	18911
2205	38345	18894
2206	38366	18878
2207	38388	18863
2208	38408	18848
2209	38433	18834
2210	38456	18819
2211	38482	18806
2212	38507	18792
2213	38543	18784
2214	38570	18771
2215	38598	18759
2216	38639	18753
2217	38674	18744
2218	38691	18726
2219	38711	18710
2220	38729	18693
2221	38760	18682
2222	38782	18667
2223	38802	18651
2224	38825	18636
2225	38845	18620
2226	38869	18605
2227	38890	18589
2228	38913	18575
2229	38931	18557
2230	38954	18543
2231	38983	18531
2232	39007	18516
2233	39031	18502
2234	39053	18487
2235	39073	18470
2236	39094	18454
2237	39116	18439
2238	39146	18428
2239	39167	18412
2240	39190	18397
2241	39212	18381
2242	39233	18366
2243	39254	18350
2244	39274	18333
2245	39301	18321
2246	39325	18306
2247	39346	18290
2248	39368	18274
2249	39387	18258
2250	39409	18242
2251	39429	18226
2252	39460	18215
2253	39489	18203
2254	39511	18187
2255	39532	18171
2256	39552	18155
2257	39572	18138
2258	39591	18122
2259	39612	18106
2260	39640	18093
2261	39669	18080
2262	39691	18065
2263	39709	18048
2264	39730	18031
2265	39749	18015
2266	39772	18000
2267	39803	17989
2268	39825	17973
2269	39845	17956
2270	39865	17940
2271	39884	17923
2272	39905	17907
2273	39925	17891
2274	39954	17878
2275	39974	17862
2276	39997	17847
2277	40019	17831
2278	40041	17815
2279	40072	17804
2280	40095	17789
2281	40119	17774
2282	40142	17758
2283	40161	17742
2284	40180	17725
2285	40200	17708
2286	40219	17691
2287	40244	17677
2288	40271	17663
2289	40291	17647
2290	40312	17631
2291	40331	17614
2292	40351	17597
2293	40372	17581
2294	40399	17568
2295	40419	17551
2296	40444	17537
2297	40465	17520
2298	40487	17505
2299	40512	17490
2300	40534	17475
2301	40556	17459
2302	40580	17444
2303	40604	17429
2304	40628	17414
2305	40653	17400
2306	40677	17385
2307	40701	17370
2308	40726	17356
2309	40751	17341
2310	40777	17327
2311	40830	17324
2312	40853	17309
2313	40881	17296
2314	40906	17281
2315	40927	17265
2316	40952	17250
2317	40984	17238
2318	41015	17226
2319	41040	17212
2320	41076	17202
2321	41099	17186
2322	41122	17171
2323	41164	17163
2324	41182	17146
2325	41204	17129
2326	41226	17114
2327	41247	17097
2328	41276	17084
2329	41298	17068
2330	41319	17052
2331	41341	17036
2332	41361	17019
2333	41383	17003
2334	41407	16988
2335	41429	16972
2336	41448	16955
2337	41467	16938
2338	41486	16920
2339	41515	16907
2340	41544	16894
2341	41569	16879
2342	41602	16868
2343	41631	16855
2344	41665	16843
2345	41686	16827
2346	41706	16810
2347	41730	16795
2348	41755	16780
2349	41775	16763
2350	41800	16748
2351	41820	16731
2352	41840	16714
2353	41864	16699
2354	41887	16684
2355	41907	16666
2356	41934	16652
2357	41959	16637
2358	41980	16621
2359	42003	16605
2360	42026	16590
2361	42049	16574
2362	42072	16558
2363	42100	16544
2364	42123	16528
2365	42141	16511
2366	42161	16494
2367	42180	16476
2368	42203	16461
2369	42229	16446
2370	42257	16432
2371	42282	16417
2372	42306	16401
2373	42328	16385
2374	42349	16369
2375	42370	16352
2376	42398	16338
2377	42424	16324
2378	42447	16308
2379	42468	16291
2380	42491	16275
2381	42513	16259
2382	42540	16244
2383	42564	16229
2384	42586	16213
2385	42609	16197
2386	42662	16192
2387	42685	16176
2388	42715	16163
2389	42743	16149
2390	42764	16132
2391	42790	16118
2392	42811	16101
2393	42833	16084
2394	42860	16070
2395	42884	16054
2396	42902	16037
2397	42923	16020
2398	42940	16002
2399	42971	15988
2400	42991	15972
2401	43026	15960
2402	43049	15944
2403	43070	15927
2404	43089	15910
2405	43112	15894
2406	43132	15876
2407	43152	15859
2408	43176	15843
2409	43197	15827
2410	43218	15810
2411	43239	15793
2412	43258	15775
2413	43279	15759
2414	43298	15741
2415	43323	15726
2416	43346	15710
2417	43364	15692
2418	43382	15674
2419	43401	15656
2420	43419	15638
2421	43438	15621
2422	43459	15604
2423	43481	15588
2424	43502	15571
2425	43522	15554
2426	43545	15537
2427	43564	15520
2428	43584	15503
2429	43604	15485
2430	43632	15471
2431	43654	15454
2432	43674	15437
2433	43695	15421
2434	43715	15403
2435	43736	15386
2436	43757	15369
2437	43776	15352
2438	43800	15336
2439	43823	15320
2440	43842	15302
2441	43862	15285
2442	43881	15267
2443	43898	15249
2444	43919	15232
2445	43943	15216
2446	43967	15200
2447	43989	15184
2448	44010	15167
2449	44030	15150
2450	44056	15134
2451	44092	15122
2452	44131	15112
2453	44167	15100
2454	44202	15088
2455	44230	15073
2456	44268	15062
2457	44308	15051
2458	44350	15042
2459	44378	15027
2460	44404	15012
2461	44427	14995
2462	44452	14979
2463	44484	14966
2464	44512	14951
2465	44537	14936
2466	44556	14918
2467	44579	14901
2468	44600	14884
2469	44633	14871
2470	44656	14855
2471	44681	14839
2472	44701	14822
2473	44720	14804
2474	44742	14787
2475	44764	14770
2476	44790	14755
2477	44815	14739
2478	44841	14724
2479	44863	14707
2480	44886	14690
2481	44909	14674
2482	44932	14657
2483	44960	14642
2484	44991	14628
2485	45022	14614
2486	45045	14598
2487	45068	14582
2488	45093	14566
2489	45115	14549
2490	45140	14533
2491	45166	14517
2492	45191	14501
2493	45213	14484
2494	45240	14469
2495	45263	14453
2496	45289	14437
2497	45316	14422
2498	45340	14406
2499	45363	14389
2500	45388	14373
2501	45412	14357
2502	45432	14339
2503	45459	14324
2504	45487	14309
2505	45510	14292
2506	45540	14277
2507	45564	14261
2508	45595	14247
2509	45620	14231
2510	45646	14215
2511	45671	14199
2512	45696	14183
2513	45725	14168
2514	45758	14155
2515	45798	14143
2516	45832	14130
2517	45864	14116
2518	45891	14100
2519	45923	14086
2520	45958	14073
2521	45990	14059
2522	46028	14047
2523	46051	14030
2524	46078	14015
2525	46108	14000
2526	46164	13993
2527	46221	13987
2528	46251	13972
2529	46274	13955
2530	46308	13941
2531	46352	13931
2532	46374	13914
2533	46405	13899
2534	46430	13883
2535	46458	13867
2536	46492	13854
2537	46527	13840
2538	46554	13825
2539	46576	13807
2540	46599	13790
2541	46626	13775
2542	46652	13758
2543	46682	13744
2544	46707	13727
2545	46733	13711
2546	46756	13694
2547	46779	13677
2548	46801	13660
2549	46826	13643
2550	46857	13629
2551	46879	13611
2552	46899	13594
2553	46921	13576
2554	46944	13559
2555	46970	13543
2556	46999	13528
2557	47020	13510
2558	47042	13493
2559	47070	13477
2560	47093	13460
2561	47122	13445
2562	47150	13429
2563	47182	13415
2564	47201	13396
2565	47222	13378
2566	47243	13361
2567	47265	13344
2568	47298	13329
2569	47330	13315
2570	47354	13298
2571	47383	13282
2572	47409	13266
2573	47430	13248
2574	47453	13231
2575	47478	13215
2576	47505	13199
2577	47529	13182
2578	47557	13166
2579	47585	13150
2580	47607	13133
2581	47632	13116
2582	47656	13099
2583	47683	13083
2584	47708	13066
2585	47735	13050
2586	47758	13033
2587	47784	13017
2588	47818	13002
2589	47848	12987
2590	47882	12973
2591	47928	12962
2592	47964	12948
2593	48006	12936
2594	48032	12919
2595	48073	12907
2596	48118	12895
2597	48162	12884
2598	48192	12868
2599	48226	12854
2600	48252	12837
2601	48296	12825
2602	48324	12809
2603	48350	12793
2604	48378	12777
2605	48399	12759
2606	48426	12742
2607	48450	12725
2608	48477	12709
2609	48518	12696
2610	48562	12684
2611	48602	12671
2612	48626	12654
2613	48649	12637
2614	48670	12619
2615	48695	12602
2616	48717	12584
2617	48739	12566
2618	48761	12548
2619	48783	12530
2620	48806	12513
2621	48827	12495
2622	48859	12480
2623	48880	12462
2624	48899	12443
2625	48927	12427
2626	48954	12410
2627	48982	12394
2628	49003	12376
2629	49022	12358
2630	49041	12339
2631	49062	12321
2632	49081	12303
2633	49104	12285
2634	49129	12268
2635	49153	12250
2636	49173	12232
2637	49199	12216
2638	49223	12198
2639	49252	12182
2640	49297	12170
2641	49327	12154
2642	49361	12139
2643	49389	12123
2644	49416	12106
2645	49448	12091
2646	49487	12077
2647	49522	12062
2648	49550	12046
2649	49586	12031
2650	49616	12015
2651	49652	12001
2652	49676	11983
2653	49697	11965
2654	49720	11947
2655	49740	11929
2656	49759	11910
2657	49781	11892
2658	49804	11875
2659	49824	11856
2660	49844	11838
2661	49863	11819
2662	49883	11801
2663	49915	11785
2664	49951	11770
2665	49976	11753
2666	49999	11735
2667	50025	11718
2668	50048	11701
2669	50070	11683
2670	50096	11666
2671	50120	11648
2672	50144	11630
2673	50165	11612
2674	50186	11594
2675	50206	11575
2676	50224	11557
2677	50250	11540
2678	50275	11522
2679	50340	11514
2680	50366	11497
2681	50388	11479
2682	50409	11460
2683	50430	11442
2684	50462	11426
2685	50497	11411
2686	50524	11394
2687	50543	11376
2688	50565	11357
2689	50586	11339
2690	50612	11322
2691	50636	11304
2692	50659	11286
2693	50681	11268
2694	50701	11250
2695	50719	11231
2696	50740	11212
2697	50766	11195
2698	50786	11177
2699	50808	11158
2700	50827	11140
2701	50846	11121
2702	50865	11102
2703	50883	11083
2704	50908	11066
2705	50930	11048
2706	50954	11030
2707	50974	11011
2708	50993	10993
2709	51012	10974
2710	51032	10955
2711	51052	10937
2712	51076	10919
2713	51096	10900
2714	51117	10882
2715	51136	10863
2716	51152	10844
2717	51171	10825
2718	51189	10806
2719	51211	10788
2720	51234	10770
2721	51254	10751
2722	51277	10733
2723	51295	10714
2724	51313	10695
2725	51331	10676
2726	51354	10658
2727	51378	10641
2728	51403	10623
2729	51431	10606
2730	51457	10589
2731	51484	10572
2732	51508	10554
2733	51535	10537
2734	51562	10519
2735	51590	10502
2736	51617	10485
2737	51644	10468
2738	51674	10451
2739	51700	10434
2740	51729	10417
2741	51766	10402
2742	51802	10386
2743	51835	10370
2744	51868	10354
2745	51941	10346
2746	51998	10335
2747	52033	10319
2748	52068	10303
2749	52095	10286
2750	52124	10269
2751	52155	10253
2752	52194	10237
2753	52227	10221
2754	52259	10205
2755	52293	10189
2756	52319	10171
2757	52346	10154
2758	52368	10135
2759	52401	10119
2760	52431	10102
2761	52460	10085
2762	52488	10068
2763	52519	10051
2764	52567	10038
2765	52600	10021
2766	52623	10003
2767	52649	9985
2768	52678	9968
2769	52702	9950
2770	52729	9933
2771	52755	9915
2772	52787	9898
2773	52819	9882
2774	52848	9865
2775	52878	9848
2776	52909	9831
2777	52936	9813
2778	52961	9795
2779	52984	9777
2780	53005	9758
2781	53024	9739
2782	53049	9721
2783	53073	9703
2784	53094	9684
2785	53115	9665
2786	53136	9647
2787	53159	9628
2788	53189	9611
2789	53220	9594
2790	53245	9576
2791	53281	9560
2792	53309	9543
2793	53345	9527
2794	53369	9509
2795	53399	9491
2796	53429	9474
2797	53455	9456
2798	53483	9439
2799	53516	9422
2800	53545	9405
2801	53570	9387
2802	53602	9370
2803	53639	9354
2804	53715	9345
2805	53741	9327
2806	53764	9308
2807	53787	9290
2808	53814	9272
2809	53837	9253
2810	53861	9235
2811	53885	9217
2812	53908	9198
2813	53938	9181
2814	53968	9164
2815	53988	9145
2816	54008	9126
2817	54028	9106
2818	54050	9088
2819	54070	9069
2820	54096	9051
2821	54121	9033
2822	54144	9014
2823	54162	8995
2824	54184	8976
2825	54204	8957
2826	54223	8938
2827	54244	8919
2828	54269	8900
2829	54290	8882
2830	54309	8863
2831	54330	8843
2832	54351	8825
2833	54377	8807
2834	54401	8788
2835	54430	8771
2836	54457	8753
2837	54482	8734
2838	54504	8716
2839	54527	8697
2840	54553	8679
2841	54580	8661
2842	54603	8642
2843	54624	8623
2844	54647	8605
2845	54670	8586
2846	54689	8567
2847	54709	8548
2848	54734	8530
2849	54758	8511
2850	54780	8492
2851	54799	8473
2852	54819	8454
2853	54841	8435
2854	54861	8416
2855	54883	8397
2856	54905	8379
2857	54933	8361
2858	54956	8342
2859	54982	8324
2860	55006	8305
2861	55042	8289
2862	55071	8271
2863	55094	8252
2864	55120	8234
2865	55145	8215
2866	55173	8198
2867	55201	8180
2868	55226	8161
2869	55250	8143
2870	55279	8125
2871	55303	8106
2872	55327	8088
2873	55349	8069
2874	55388	8053
2875	55412	8034
2876	55442	8016
2877	55464	7997
2878	55486	7978
2879	55505	7959
2880	55523	7940
2881	55541	7920
2882	55559	7901
2883	55577	7881
2884	55597	7862
2885	55620	7843
2886	55640	7824
2887	55658	7805
2888	55675	7785
2889	55692	7766
2890	55710	7746
2891	55729	7727
2892	55753	7708
2893	55773	7689
2894	55800	7671
2895	55819	7652
2896	55839	7632
2897	55859	7613
2898	55877	7594
2899	55899	7575
2900	55922	7556
2901	55944	7537
2902	55966	7518
2903	55983	7499
2904	56001	7479
2905	56020	7460
2906	56041	7441
2907	56064	7422
2908	56085	7403
2909	56105	7384
2910	56124	7364
2911	56142	7345
2912	56161	7326
2913	56180	7306
2914	56197	7287
2915	56229	7269
2916	56248	7250
2917	56266	7230
2918	56284	7211
2919	56301	7191
2920	56319	7172
2921	56337	7153
2922	56354	7133
2923	56378	7114
2924	56397	7095
2925	56415	7076
2926	56432	7056
2927	56449	7036
2928	56466	7017
2929	56485	6997
2930	56509	6979
2931	56532	6960
2932	56553	6941
2933	56572	6922
2934	56591	6902
2935	56610	6883
2936	56631	6864
2937	56651	6845
2938	56673	6826
2939	56698	6807
2940	56718	6788
2941	56736	6769
2942	56757	6749
2943	56779	6730
2944	56798	6711
2945	56818	6692
2946	56842	6673
2947	56867	6655
2948	56889	6636
2949	56910	6617
2950	56932	6598
2951	56951	6578
2952	56970	6559
2953	56990	6540
2954	57007	6520
2955	57025	6501
2956	57047	6482
2957	57070	6463
2958	57118	6447
2959	57138	6428
2960	57165	6409
2961	57183	6390
2962	57203	6370
2963	57228	6352
2964	57250	6333
2965	57270	6314
2966	57289	6294
2967	57309	6275
2968	57329	6256
2969	57347	6236
2970	57371	6217
2971	57393	6198
2972	57415	6179
2973	57433	6160
2974	57451	6141
2975	57469	6121
2976	57487	6102
2977	57505	6082
2978	57525	6063
2979	57547	6044
2980	57566	6025
2981	57589	6006
2982	57607	5986
2983	57625	5967
2984	57643	5947
2985	57662	5928
2986	57683	5909
2987	57704	5890
2988	57725	5870
2989	57744	5851
2990	57767	5832
2991	57788	5813
2992	57807	5794
2993	57827	5775
2994	57848	5755
2995	57876	5737
2996	57895	5718
2997	57914	5698
2998	57932	5679
2999	57953	5660
3000	57972	5640
3001	57991	5621
3002	58014	5602
3003	58038	5583
3004	58057	5564
3005	58077	5545
3006	58098	5525
3007	58116	5506
3008	58136	5487
3009	58155	5467
3010	58178	5448
3011	58199	5429
3012	58221	5410
3013	58239	5391
3014	58257	5371
3015	58274	5352
3016	58294	5332
3017	58315	5313
3018	58332	5294
3019	58355	5275
3020	58376	5255
3021	58394	5236
3022	58412	5217
3023	58432	5197
3024	58450	5178
3025	58469	5159
3026	58487	5139
3027	58506	5120
3028	58528	5101
3029	58548	5081
3030	58567	5062
3031	58586	5043
3032	58605	5023
3033	58628	5004
3034	58648	4985
3035	58671	4966
3036	58692	4947
3037	58711	4928
3038	58730	4908
3039	58748	4889
3040	58793	4872
3041	58816	4853
3042	58843	4834
3043	58867	4815
3044	58885	4795
3045	58904	4776
3046	58925	4757
3047	58950	4738
3048	58971	4719
3049	58994	4700
3050	59018	4681
3051	59050	4662
3052	59077	4644
3053	59098	4624
3054	59122	4605
3055	59143	4586
3056	59170	4567
3057	59201	4549
3058	59227	4530
3059	59250	4511
3060	59280	4493
3061	59305	4474
3062	59327	4454
3063	59354	4436
3064	59381	4417
3065	59407	4398
3066	59430	4379
3067	59456	4360
3068	59485	4341
3069	59506	4322
3070	59540	4304
3071	59571	4285
3072	59594	4266
3073	59632	4248
3074	59655	4229
3075	59685	4210
3076	59710	4191
3077	59736	4172
3078	59763	4153
3079	59788	4134
3080	59811	4115
3081	59841	4096
3082	59865	4077
3083	59891	4058
3084	59917	4039
3085	59942	4020
3086	59969	4001
3087	60003	3983
3088	60035	3964
3089	60060	3945
3090	60085	3926
3091	60106	3907
3092	60132	3888
3093	60156	3869
3094	60177	3849
3095	60228	3832
3096	60246	3812
3097	60281	3794
3098	60311	3775
3099	60340	3756
3100	60363	3737
3101	60381	3717
3102	60408	3698
3103	60432	3679
3104	60459	3660
3105	60493	3642
3106	60513	3622
3107	60543	3603
3108	60576	3585
3109	60601	3565
3110	60633	3547
3111	60657	3527
3112	60681	3508
3113	60700	3489
3114	60720	3469
3115	60742	3450
3116	60763	3431
3117	60786	3411
3118	60809	3392
3119	60837	3373
3120	60862	3354
3121	60884	3334
3122	60904	3315
3123	60924	3295
3124	60946	3276
3125	60967	3257
3126	60995	3238
3127	61017	3218
3128	61039	3199
3129	61059	3179
3130	61079	3160
3131	61097	3140
3132	61116	3121
3133	61133	3101
3134	61158	3082
3135	61180	3062
3136	61200	3043
3137	61220	3023
3138	61238	3004
3139	61257	2984
3140	61277	2965
3141	61294	2945
3142	61316	2926
3143	61339	2907
3144	61359	2887
3145	61380	2868
3146	61398	2848
3147	61415	2828
3148	61435	2809
3149	61454	2789
3150	61472	2770
3151	61502	2751
3152	61524	2731
3153	61545	2712
3154	61565	2692
3155	61585	2673
3156	61604	2653
3157	61624	2634
3158	61657	2615
3159	61687	2596
3160	61727	2577
3161	61745	2558
3162	61770	2538
3163	61788	2519
3164	61808	2499
3165	61830	2480
3166	61852	2460
3167	61873	2441
3168	61893	2421
3169	61911	2402
3170	61929	2382
3171	61950	2363
3172	61980	2344
3173	62006	2324
3174	62028	2305
3175	62047	2285
3176	62067	2266
3177	62087	2246
3178	62116	2227
3179	62141	2208
3180	62160	2188
3181	62180	2169
3182	62200	2149
3183	62219	2129
3184	62237	2110
3185	62262	2091
3186	62309	2072
3187	62360	2053
3188	62389	2034
3189	62412	2015
3190	62434	1995
3191	62459	1976
3192	62484	1956
3193	62510	1937
3194	62533	1918
3195	62553	1898
3196	62576	1879
3197	62596	1859
3198	62619	1840
3199	62642	1820
3200	62663	1800
3201	62685	1781
3202	62707	1762
3203	62727	1742
3204	62760	1723
3205	62785	1703
3206	62808	1684
3207	62829	1664
3208	62851	1645
3209	62880	1625
3210	62903	1606
3211	62934	1587
3212	62962	1567
3213	62994	1548
3214	63022	1529
3215	63053	1509
3216	63075	1490
3217	63098	1470
3218	63116	1450
3219	63137	1431
3220	63159	1411
3221	63180	1392
3222	63204	1372
3223	63231	1353
